,depth,avg,med,lower95,upper95,lower68,upper68
0,1.0,0.00020886865792103595,0.0002019568090615122,0.00020193681855697868,0.00021580049728509322,0.00020535154109893876,0.00021238577474313314
1,80.0,0.000219461175713824,0.00020294717351220995,0.0002105979143691264,0.0002283244370585216,0.0002149640828158383,0.0002239582686118097
2,160.0,0.00024381009520789293,0.00021180661206424454,0.00023028842751144344,0.0002573317629043424,0.00023694939310267928,0.0002506707973131066
3,240.0,0.0003335132537008361,0.00030246351954110946,0.00031796119076393635,0.0003490653166377359,0.0003256223578936851,0.00034140414950798717
4,320.0,0.0007843941446823769,0.0008153639481746145,0.0007565370293947301,0.0008122512599700236,0.0007702598401136201,0.0007985284492511336
5,400.0,0.0015416491844654158,0.0016836041983890513,0.0014555870268460646,0.001627711342084767,0.0014979824682575216,0.00158531590067331
6,480.0,0.0011553822552480865,0.0011504519990012034,0.0011242739720321176,0.0011864905384640554,0.0011395983542574254,0.0011711661562387476
7,560.0,0.0010478658694147707,0.0011136315351174429,0.0010126418494700313,0.00108308988935951,0.0010299937020746123,0.0010657380367549293
8,640.0,0.00050948276262128,0.00048026064866571645,0.00046201228262342963,0.0005569532426191305,0.00048539691541899514,0.000533568609823565
9,720.0,0.00029898411735353197,0.00017016569082417234,0.00025674712320344374,0.0003412211115036202,0.0002775536665253774,0.0003204145681816865
10,800.0,0.0003090815215822373,0.00016842730609038385,0.00025687425313016183,0.0003612887900343128,0.0002825922952073976,0.000335570747957077
11,880.0,0.0005374735708844416,0.00023922226304778948,0.00038133196767884965,0.0006936151740900336,0.0004582495395095748,0.0006166976022593084
12,960.0,0.00245038075994651,0.002581175304305307,0.0022814732170634024,0.0026192883028296177,0.0023646794721276353,0.002536082047765385
13,1040.0,0.0034621907761342627,0.003846931945242646,0.003257615515241786,0.0036667660370267394,0.003358392194880252,0.0035659893573882734
14,1120.0,0.003643114932291969,0.004041373977373662,0.003447035263193167,0.003839194601390771,0.0035436268936287372,0.003742602970955201
15,1200.0,0.0037437991359459393,0.0040663902917832465,0.003565531110935462,0.003922067160956417,0.0036533484724672913,0.0038342497994245874
16,1400.0,0.003840955975218029,0.004072541909651992,0.0036791537522404454,0.004002758198195612,0.003758859825783589,0.003923052124652469
17,1600.0,0.003914489591246151,0.004075167880637538,0.0037619987254233693,0.0040669804570689335,0.0038371178921582554,0.003991861290334047
