,depth,avg,med,lower95,upper95,lower68,upper68
0,1.0,0.0011297354016956789,0.001146792911914494,0.0011037191014285977,0.00115575170196276,0.0011165351005183986,0.0011429357028729591
1,80.0,0.0010732657124092786,0.001088679386778178,0.001052958334260557,0.0010935730905580001,0.0010629620372159525,0.0010835693876026047
2,160.0,0.000905690380146558,0.000886627096946066,0.0008934383996167091,0.000917942360676407,0.0008994738992729567,0.0009119068610201593
3,240.0,0.0006950497836441474,0.0007204552326880525,0.0006697271729590795,0.0007203723943292153,0.0006822014507064752,0.0007078981165818196
4,320.0,0.00048317643565632534,0.00043830759885541803,0.00044873920682216733,0.0005176136644904834,0.0004657034749488033,0.0005006493963638474
5,400.0,0.00027136907004523115,0.00016857609913249595,0.00023482261661347427,0.00030791552347698807,0.00025282591873977613,0.0002899122213506862
6,480.0,9.48423821090527e-05,6.63289313079451e-05,8.062562792531685e-05,0.00010905913629278855,8.762900299433947e-05,0.00010205576122376593
7,560.0,7.106421674778417e-05,5.897772281178886e-05,5.9571159441057616e-05,8.255727405451072e-05,6.523280273660385e-05,7.68956307589645e-05
8,640.0,5.885041193137558e-05,4.583244226158908e-05,4.928266924991156e-05,6.84181546128396e-05,5.3995875210723976e-05,6.370494865202718e-05
9,720.0,7.785845068524753e-05,5.3392468486760175e-05,6.297027720695452e-05,9.274662416354054e-05,7.030440295841784e-05,8.541249841207722e-05
10,800.0,0.00011625573804949373,7.96137352025416e-05,7.973765854809447e-05,0.000152773817550893,9.772698327323226e-05,0.0001347844928257552
11,880.0,0.0005745381213896003,0.0003256889319733385,0.0004592160961615861,0.0006898601466176145,0.0005160253640122623,0.0006330508787669383
12,960.0,0.0037620388847955156,0.0030602295186989196,0.0029259121673955828,0.004598165602195448,0.003337800066103251,0.004186277703487781
13,1040.0,0.006903939069670784,0.004054469147487893,0.0056346984023017375,0.008173179737039831,0.006259944385425727,0.007547933753915842
14,1120.0,0.010227164739373285,0.004389711716917591,0.007853713409790603,0.012600616068955968,0.009022909251141924,0.011431420227604648
15,1200.0,0.014630206032145184,0.004426658305414112,0.009557897671939885,0.019702514392350483,0.012056588825571554,0.017203823238718816
16,1400.0,0.012663822751499536,0.004479422220313826,0.010001121913314003,0.01532652358968507,0.011312806171577934,0.01401483933142114
17,1600.0,0.011874880412228936,0.0044780300128461625,0.009736815387288432,0.01401294543716944,0.010790056591159539,0.012959704233298333
